ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: tax:product_brand,Meta: attribute:color,Meta: attribute_data:color,Meta: attribute:size,Meta: attribute_data:size,Meta: count_post_all,Meta: count_post_comments,Meta: male_comment_count,Meta: male_count_comments,Meta: female_comment_count,Meta: female_count_comments,Meta: other_comment_count,Meta: other_count_comments,Meta: post_stats,Meta: _gd_mwc_is_new_object,Meta: _gform-form-id,Meta: _gform-entry-id,Meta: _last_editor_used_jetpack,Meta: _dfrps_is_dfrps_product,Meta: _dfrps_is_dfrpswc_product,Meta: _dfrps_product_id,Meta: _dfrps_product_check_image,Meta: _dfrps_featured_image_url,Meta: _dfrps_salediscount,Meta: _dfrps_product_set_id,Meta: eili,Meta: ei,Meta: ei_converted,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Meta: _dfrps_cpt_next_update_time,Meta: _dfrps_cpt_update_phase,Meta: _wp_desired_post_slug
37442,external,9.998E+14,"Wood Bead Chandelier/Farmhouse Dining Room Lighting With Hemp Ropes/6-Light Boho Chandelier/25.5"" Dia",1,0,visible,,"EASY INSTALLATION: The dining room light fixture hanging package includes all the necessary assembling and installation parts.\nFeatures:Empire Chandelier With Hemp Ropes and Wood Beads, Candle Style Bulbs\nThis dining room chandelier is made of wood beads, hemp ropes, and metal in a distressed finish, and has 6 candle-shaped lamp posts. The special and perfect design gives it a farmhouse and French country style. Perfect for dining room, living room, bedroom, kitchen island, entryway.\nThis bohemian chandelier is designed to work on all ceilings including flat, sloped, slanted or vaulted ceilings\nFixture Design: Candle Style\nFixture Shape: Empire\nNumber of Lights: 6\nNumber of Tiers: 1\nFinish: Gray\nSecondary/Accent Material: YesSecondary Material: Beaded\nShade Included: NoShade Color:\nShade Material:\nPrimary Material: Metal\nGlass Type:\nFabric Type:\nCrystal Component: NoReal Crystal:\nCrystal Type:\nCrystal Color:\nDry, Damp or Wet Location Listed: Dry\nWhat is Dry, Damp or Wet Location Listed: This indicates whether the fixture is safe to use in dry locations, damp locations (moist environments), or wet locations (direct exposure to water).\nSloped Ceiling Compatible: Yes\nSwag Light: No\nIntegrated LED: NoIntegrated LED Wattage:\nIntegrated LED Brightness (Lumens):\nIntegrated LED Color Temperature:\nIntegrated LED Rated Lifespan:\nIntegrated LED Color Rendering Index (CRI):\nRange of Fixture - Maximum LED:\nRange of Fixture - Minimum LED:\nRescaled Range of Fixture - Maximum LED:\nRescaled Range of Fixture - Minimum LED:\nWhat is Integrated LED:\nBulb Included: NoNumber of Bulbs Included:\nEU Energy Efficiency Class:\nBulb Type Included:\nIncandescent Equivalent Wattage:\nEdison Bulb:\nWattage:\nBrightness (Lumens):\nBulb Shape:\nBulb Shape Code:\nBulb Color:\nColor Temperature (Kelvin):\nRated Bulb Life:\nBulb Replaceability:\nRescaled EU Energy Efficiency Class:\nBulb Not Included But Required: YesRecommended Bulb Shape:\nRecommended Bulb Shape Code:\nBulb Base: E12/Candelabra\nDimmable: YesDimmer Switch Included:\nDimmable Light Included: No\nVoltage: 120\nMaximum Wattage (per bulb): 40\nPurposeful Distressing Type: No Distressing\nSupplier Intended and Approved Use: Residential Use\nPower Source: Hardwired\nSmart Enabled: NoSmart Home Hub Compatibility:\nSmart Home Hub Included:\nSmart Lighting Provider Compatibility:\nControl Systems:\nMobile App Operating System:\nConnection / Protocol:\nSmart Lighting Functions:\nHandmade: NoHandmade Material:\nDesigner: Designer Type:\nHanging Method: Chain\nWITB Bulb Included: No\nDS Primary Product Style: Country / Farmhouse\nMetal Type:\nWood Type:\nCraftsmanship Type:\nLicensed Product: No\nLicensed Product Category: Sports League Name:\nEntertainment Studio:\nMovie / Show Series Name:\nCharacter Name:\nCorporate Brand:\nFashion Brand:\nCelebrity Name:\nSports Team Name:\nSpefications:ETL Listed:\nTAA Compliant: No\ncETL Listed: No\nUL Listed: No\nWhat is UL Listed:\nMET Listed:\ncUL Listed:\nISTA 1A Certified: No\nTitle 20 - California Code of Regulations:\nUniform Packaging and Labeling Regulations (UPLR) Compliant: No\nCanada Product Restriction: NoReason for Restriction:\nUL 2108 Listed:\nTitle 24 Compliant:\nNevada R100-19 GSL Compliant:\nWashington 19.260 GSL Compliant:\nCSA Certified:\nDimensions:Overall Product Weight: 11.68\nCanopy Included: YesCanopy Height - Top to Bottom: 1\nCanopy Width - Side to Side: 5\nCanopy Depth - Front to Back: 5\nAdjustable Hanging Length: YesOverall Max Height: 97\nOverall Min Height: 38\nOverall Height (Hanging):\nBody Height - Top to Bottom: 37\nBody Width - Side to Side: 25.5\nBody Depth - Front to Back: 25.5\nShade: NoShade Height - Top to Bottom:\nShade Width - Side to Side:\nShade Depth - Front to Back:\nDownrod Included: YesDownrod Size(s):",,,taxable,,1,,,0,0,,,,,1,,,1069.99,Home &amp; Garden > Lighting > Lighting Fixtures > Chandeliers,,,https://letscrowdshop.com/wp-content/uploads/2022/06/Wood-Bead-ChandelierFarmhouse-Dining-Room-Lighting-With-Hemp-Ropes6-Light-Boho-Chandelier25.5-Dia.jpg,,,,,,,https://www.kqzyfj.com/click-5916889-13730087?url=https%3A%2F%2Fwww.wayfair.com%2FBungalow-Rose--Wood-Bead-ChandelierFarmhouse-Dining-Room-Lighting-With-Hemp-Ropes6Light-Boho-Chandelier25.5%25E2%2580%259D-Dia-X118829886-L6085-K%7EW007718775.html,,1149,mpn,6EA553F90FAA4BC39CACE75B156A13F5,1,0,age group,adult,1,1,,,,,,,,,,,,,,,,,,,1,1,9.998E+14,1,https://secure.img1-fg.wfcdn.com/im/35574300/resize-h400-w400%5Ecompr-r85/1805/180575588/.jpg,0,36197,df,1,1,brand,Bungalow Rose,1,1,Direct URL,https://www.wayfair.com/Bungalow-Rose--Wood-Bead-ChandelierFarmhouse-Dining-Room-Lighting-With-Hemp-Ropes6Light-Boho-Chandelier25.5%E2%80%9D-Dia-X118829886-L6085-K~W007718775.html,1,0,color,gray,1,1,gtin,1.96678E+11,1,0,condition,new,1,1,last updated,7/18/2022 4:59,1,0,id,W007718775,1,0,gender,unisex,1,1,material,metal,1,1,merchant,Wayfair,1,1,Network,Commission Junction,0,1,,,,,,,
37443,external,9.998E+14,Farmhouse Wood Bead Chandelier,1,0,visible,,"With a bohemian-inspired take on the farmhouse chandelier, - The farmhouse light fixture is handmade, wood beads strands are pre-assembly, the bohemian light looks beautiful and casts a gorgeous light when on",,,taxable,,1,,,0,0,,,,,1,,,181.99,Uncategorized,,,https://letscrowdshop.com/wp-content/uploads/2022/06/Farmhouse-Wood-Bead-Chandelier.jpg,,,,,,,https://www.jdoqocy.com/click-5916889-13730087?url=https%3A%2F%2Fwww.wayfair.com%2FDakota-Fields--Farmhouse-Wood-Bead-Chandelier-X110110973-L6085-K%7EW009009862.html,,1049,mpn,997C81A996BB4F1D87A5FA9A3E1DBBD7,1,0,age group,adult,1,1,,,,,,,,,,,,,,,,,,,1,1,9.998E+14,1,https://secure.img1-cg.wfcdn.com/im/41011629/resize-h400-w400%5Ecompr-r85/2062/206288037/.jpg,0,,df,1,1,brand,Dakota Fields,1,1,Direct URL,https://www.wayfair.com/Dakota-Fields--Farmhouse-Wood-Bead-Chandelier-X110110973-L6085-K~W009009862.html,1,0,gtin,1.96937E+11,1,0,condition,new,1,1,last updated,6/23/2022 16:56,1,0,id,W009009862,1,0,gender,unisex,1,1,merchant,Wayfair,1,1,Network,Commission Junction,0,1,,,,,,,,,,,,,,,
37444,external,9.99801E+14,Wood Beaded Chandelier,1,0,visible,,"The 2-light boho wood beaded chandelier distinguishes your room with its exotic flavor. When it lights up, the light rays spread and radiant everything in your room, creating romantic ambiance for you and relaxing your nerves after the whole day work. Even if you turn it off, the nursery light fixture is a gorgeous decoration on your ceiling, definitely catches the attention from your guests and win more compliments for your superior taste. Finish: Oak",,,taxable,,1,,,0,0,,,,,1,,,249.99,Home &amp; Garden > Lighting > Lighting Fixtures > Chandeliers,,,https://letscrowdshop.com/wp-content/uploads/2022/06/Wood-Beaded-Chandelier.jpg,,,,,,,https://www.kqzyfj.com/click-5916889-13730087?url=https%3A%2F%2Fwww.wayfair.com%2FDakota-Fields--Wood-Beaded-Chandelier-X110123791-L6085-K%7EW009012680.html%3F%26PiID%255B%255D%3D1218748302,,1152,age group,adult,1,1,mpn,FD3BD6CB1F794FD3AEB1094D68B87A50,1,0,,,,,,,,,,,,,,,,,,,1,1,9.99801E+14,1,https://secure.img1-fg.wfcdn.com/im/34915543/resize-h400-w400%5Ecompr-r85/2060/206066479/.jpg,0,36197,df,1,1,brand,Dakota Fields,1,1,Direct URL,https://www.wayfair.com/Dakota-Fields--Wood-Beaded-Chandelier-X110123791-L6085-K~W009012680.html?&PiID%5B%5D=1218748302,1,0,gtin,1.96937E+11,1,0,condition,new,1,1,last updated,7/18/2022 4:59,1,0,id,W009012680_1218748302,1,0,gender,unisex,1,1,material,metal,1,1,merchant,Wayfair,1,1,Network,Commission Junction,0,1,,,,,,,,,,,
37445,external,9.99801E+14,"5.7""(D) X 11.8""(H) Wood Bead Chandelier Without Light Source E12x4",1,0,visible,,"The Antique Bead Chandelier is easy to install, This antique bead wood chandelier is compatible with all ceiling types including flat, sloped, slanted and vaulted ceilings.",,,taxable,,1,,,0,0,,,,,1,,,166.99,Uncategorized,,,https://letscrowdshop.com/wp-content/uploads/2022/06/5.7D-X-11.8H-Wood-Bead-Chandelier-Without-Light-Source-E12x4.jpg,,,,,,,https://www.jdoqocy.com/click-5916889-13730087?url=https%3A%2F%2Fwww.wayfair.com%2FDakota-Fields--5.7-D-X-11.8-H-Wood-Bead-Chandelier-Without-Light-Source-E12x4-X110128665-L6085-K%7EW009017554.html,,940,mpn,069080032092464D9261373453580332,1,0,age group,adult,1,1,,,,,,,,,,,,,,,,,,,1,1,9.99801E+14,1,https://secure.img1-fg.wfcdn.com/im/20988813/resize-h400-w400%5Ecompr-r85/2060/206079235/.jpg,0,,df,1,1,brand,Dakota Fields,1,1,Direct URL,https://www.wayfair.com/Dakota-Fields--5.7-D-X-11.8-H-Wood-Bead-Chandelier-Without-Light-Source-E12x4-X110128665-L6085-K~W009017554.html,1,0,gtin,1.96937E+11,1,0,condition,new,1,1,last updated,6/23/2022 16:56,1,0,id,W009017554,1,0,gender,unisex,1,1,merchant,Wayfair,1,1,Network,Commission Junction,0,1,,,,,,,,,,,,,,,
37500,external,1.0219E+16,Hello Honey Indoor Chandeliers - Matte Black Beaded Wood Chandelier,1,0,visible,,Matte Black Beaded Wood Chandelier. Add overhead illumination and rustic flair to your living pace with this chandelier that features three bulbs that glow from behind a curtain of petite black beads.25.25'' H x 25.5'' diameterChain: 6'Cord length: 10' LIron / weedtree woodRequires three 40-watt bulbs (not included)Imported,,,taxable,,1,,,0,0,,,,,1,,571.99,674.99,,,,https://letscrowdshop.com/wp-content/uploads/2022/06/Hello-Honey-Indoor-Chandeliers-Matte-Black-Beaded-Wood-Chandelier.jpg,,,,,,,https://zulily.gfpv.net/c/3133599/611227/9643?prodsku=92468796&u=https%3A%2F%2Fwww.zulily.com%2Fp%2F-92468792.html&intsrc=CATF_4657,,1067,mpn,DF4150,1,0,brand,Hello Honey,1,1,,,,,,,,,,,,,,,,,,,1,1,1.0219E+16,1,https://cfcdn.zulily.com/images/cache/product/456142/zu92468792_main_tm1611336899.jpg,15,,df,1,1,Direct URL,https://www.zulily.com/p/-92468792.html,1,0,Labels,"0\,\,False\,NED\,False",1,0,condition,new,1,1,last updated,7/16/2022 14:44,1,0,upc,1.91009E+11,1,0,gender,unisex,1,1,merchant,Zulily,1,1,Network,Impact US,0,1,Product Type,Home &gt; Lighting &gt; Indoor Chandeliers,1,1,size,38.0 H x 36.0 W x 15.0 D in,1,1,,,,,,,,,,,
37502,external,1.0219E+16,Creative Co-Op Indoor Chandeliers White - Iron Frame Wood Bead Chandelier,1,0,visible,,Iron Frame Wood Bead Chandelier. Illuminate your space in free-spirited style with this elegant chandelier embellished with earthy beaded strands. 39'' H x 32.3'' diameterIron / woodRequires six 40 W bulbs (not included)Imported,,,taxable,,1,,,0,0,,,,,1,,314.99,899.99,Uncategorized,,,https://letscrowdshop.com/wp-content/uploads/2022/06/Creative-Co-Op-Indoor-Chandeliers-White-Iron-Frame-Wood-Bead-Chandelier.jpg,,,,,,,https://zulily.gfpv.net/c/3133599/611227/9643?prodsku=44444168&u=https%3A%2F%2Fwww.zulily.com%2Fp%2F-44444167.html&intsrc=CATF_4657,,1009,mpn,DA1895,1,0,brand,Creative Co-Op,1,1,,,,,,,,,,,,,,,,,,,1,1,1.0219E+16,1,https://cfcdn.zulily.com/images/cache/product/222634/zu44444167_main_tm1483731551.jpg,65,,df,1,1,Direct URL,https://www.zulily.com/p/-44444167.html,1,0,color,white,1,1,Labels,"0\,\,False\,NED\,False",1,0,condition,new,1,1,last updated,6/28/2022 20:21,1,0,upc,8.07473E+11,1,0,gender,unisex,1,1,merchant,Zulily,1,1,Network,Impact US,0,1,Product Type,Home &gt; Lighting &gt; Indoor Chandeliers,1,1,size,38.0 H x 36.0 W x 15.0 D in,1,1,,,,,,,
37503,external,1.0219E+16,Creative Co-Op Indoor Chandeliers - Wood Bead Metal Frame Pendant Light,1,0,visible,,Wood Bead Metal Frame Pendant Light. Warm wooden beads enliven the antique-inspired silhouette featured on this pendant light designed to illuminate your space in style. 16.88'' W x 27.38'' H x 17.5'' DWood / metalImported,,,taxable,,1,,,0,0,,,,,1,,349.25,584.99,Uncategorized,,,https://letscrowdshop.com/wp-content/uploads/2022/06/Creative-Co-Op-Indoor-Chandeliers-Wood-Bead-Metal-Frame-Pendant-Light.jpg,,,,,,,https://zulily.gfpv.net/c/3133599/611227/9643?prodsku=83563658&u=https%3A%2F%2Fwww.zulily.com%2Fp%2F-83563656.html&intsrc=CATF_4657,,1008,mpn,EC0269,1,0,brand,Creative Co-Op,1,1,,,,,,,,,,,,,,,,,,,1,1,1.0219E+16,1,https://cfcdn.zulily.com/images/cache/product/410933/zu83563656_main_tm1579962542.jpg,40,,df,1,1,Direct URL,https://www.zulily.com/p/-83563656.html,1,0,Labels,"0\,\,False\,NED\,False",1,0,condition,new,1,1,last updated,7/6/2022 2:34,1,0,upc,1.91009E+11,1,0,gender,unisex,1,1,merchant,Zulily,1,1,Network,Impact US,0,1,Product Type,Home &gt; Lighting &gt; Indoor Chandeliers,1,1,size,38.0 H x 36.0 W x 15.0 D in,1,1,,,,,,,,,,,
37544,external,4.5624E+15,black wood beaded chandelier lighting vintage hanging light loft french retro kitchen bedroom dining room chandeliers,1,0,visible,,"welcome to our store,we are devoted to offer products with reasonable wholesale price and fast delivery,our company is professional in e-business,your order will be sent our with 1-3 days after we receive order payment,you will be satisfied with the shopping experience in our store.please check the size information before you place the order,all dimensions are measured by hand,there may be some little deviations.hoping you are understand it,look for long term business with you.",,,taxable,,1,,,0,0,,,,,1,,,1492.55,Uncategorized,,,https://letscrowdshop.com/wp-content/uploads/2022/06/black-wood-beaded-chandelier-lighting-vintage-hanging-light-loft-french-retro-kitchen-bedroom-dining-room-chandeliers.jpg,,,,,,,https://www.tkqlhce.com/click-5916889-13650668?url=https%3A%2F%2Fwww.dhgate.com%2Fproduct%2Fblack-wood-beaded-chandelier-lighting-vintage%2F668736475.html,,963,Direct URL,https://www.dhgate.com/product/black-wood-beaded-chandelier-lighting-vintage/668736475.html,1,0,brand,DHgate,1,1,,,,,,,,,,,,,,,,,,,1,1,4.5624E+15,1,http://www.dhresource.com/600x600/f2/albu/g18/M01/D2/37/rBNaNmBI5v-AAEY8AAEHuQdk4MI919.jpg,0,,df,1,1,last updated,6/22/2022 2:20,1,0,id,668736475,1,0,condition,new,1,1,merchant,DHGate,1,1,Network,Commission Junction,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37545,external,4.5624E+15,vintage/industrial/retro wood/beaded chandelier small/wooden light fixture for kitchen bedroom hallway corridor chandeliers,1,0,visible,,"welcome to our store,we are devoted to offer products with reasonable wholesale price and fast delivery,our company is professional in e-business,your order will be sent our with 1-3 days after we receive order payment,you will be satisfied with the shopping experience in our store.please check the size information before you place the order,all dimensions are measured by hand,there may be some little deviations.hoping you are understand it,look for long term business with you.",,,taxable,,1,,,0,0,,,,,1,,,2181.34,Uncategorized,,,https://letscrowdshop.com/wp-content/uploads/2022/06/vintageindustrialretro-woodbeaded-chandelier-smallwooden-light-fixture-for-kitchen-bedroom-hallway-corridor-chandeliers.jpg,,,,,,,https://www.jdoqocy.com/click-5916889-13650668?url=https%3A%2F%2Fwww.dhgate.com%2Fproduct%2Fvintage-industrial-retro-wood-beaded-chandelier%2F688936466.html,,1139,Direct URL,https://www.dhgate.com/product/vintage-industrial-retro-wood-beaded-chandelier/688936466.html,1,0,brand,DHgate,1,1,,,,,,,,,,,,,,,,,,,1,1,4.5624E+15,1,http://www.dhresource.com/600x600/f2/albu/g19/M01/AC/91/rBVapmCCQSyAbtOSAAJVPu6VObw631.jpg,0,,df,1,1,last updated,7/12/2022 19:14,1,0,id,688936466,1,0,condition,new,1,1,merchant,DHGate,1,1,Network,Commission Junction,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37546,external,4.5624E+15,chandeliers vintage/white/wood/beaded chandelier french/semi-flush/kitchen lighting/bedroom/kitchen/corridor/kids/children's room,1,0,visible,,"welcome to our store,we are devoted to offer products with reasonable wholesale price and fast delivery,our company is professional in e-business,your order will be sent our with 1-3 days after we receive order payment,you will be satisfied with the shopping experience in our store.please check the size information before you place the order,all dimensions are measured by hand,there may be some little deviations.hoping you are understand it,look for long term business with you.",,,taxable,,1,,,0,0,,,,,1,,,626.88,Uncategorized,,,https://letscrowdshop.com/wp-content/uploads/2022/06/chandeliers-vintagewhitewoodbeaded-chandelier-frenchsemi-flushkitchen-lightingbedroomkitchencorridorkidschildrens-room.jpg,,,,,,,https://www.tkqlhce.com/click-5916889-13650668?url=https%3A%2F%2Fwww.dhgate.com%2Fproduct%2Fchandeliers-vintage-white-wood-beaded-chandelier%2F736765021.html,,992,Direct URL,https://www.dhgate.com/product/chandeliers-vintage-white-wood-beaded-chandelier/736765021.html,1,0,brand,DHgate,1,1,,,,,,,,,,,,,,,,,,,1,1,4.5624E+15,1,http://www.dhresource.com/600x600/f2/albu/g20/M01/F5/D9/rBVaqGGApYWAARvFAAJXDvyjqQc67.jpeg,0,,df,1,1,last updated,7/9/2022 5:14,1,0,id,736765021,1,0,condition,new,1,1,merchant,DHGate,1,1,Network,Commission Junction,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37547,external,4.5624E+15,vintage white wooden beads chandelier lighting foyer suspension lustre retro elegant beautiful lobby light loft decor chandeliers,1,0,visible,,"welcome to our store,we are devoted to offer products with reasonable wholesale price and fast delivery,our company is professional in e-business,your order will be sent our with 1-3 days after we receive order payment,you will be satisfied with the shopping experience in our store.please check the size information before you place the order,all dimensions are measured by hand,there may be some little deviations.hoping you are understand it,look for long term business with you.",,,taxable,,1,,,0,0,,,,,1,,,804.29,Uncategorized,,,https://letscrowdshop.com/wp-content/uploads/2022/06/vintage-white-wooden-beads-chandelier-lighting-foyer-suspension-lustre-retro-elegant-beautiful-lobby-light-loft-decor-chandeliers.jpg,,,,,,,https://www.kqzyfj.com/click-5916889-13650668?url=https%3A%2F%2Fwww.dhgate.com%2Fproduct%2Fvintage-white-wooden-beads-chandelier-lighting%2F673401345.html,,1136,Direct URL,https://www.dhgate.com/product/vintage-white-wooden-beads-chandelier-lighting/673401345.html,1,0,brand,DHgate,1,1,,,,,,,,,,,,,,,,,,,1,1,4.5624E+15,1,http://www.dhresource.com/600x600/f2/albu/g19/M01/50/53/rBVap2BfRMiAdOBOAAClIeP4ys0596.jpg,0,,df,1,1,last updated,7/12/2022 19:14,1,0,id,673401345,1,0,condition,new,1,1,merchant,DHGate,1,1,Network,Commission Junction,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
